taxon	projection	kingdom	phylum	class	order	family	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8
Bacteria||Sumerlaeota||Sumerlaeia||Sumerlaeales||Sumerlaeaceae	noneurope	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	-0.000170357239870837	-0.000680540275036583	0.000625926036241578	-0.000309720433466864	0.000781749127355369	-0.000237971918596486	-0.00152844606286372	0.000458668159358095
Bacteria||Sva0485||Incertae Sedis||Incertae Sedis||Incertae Sedis	noneurope	Bacteria	Sva0485	Incertae Sedis	Incertae Sedis	Incertae Sedis	-0.000112998134901382	-0.000303878902115574	0.000398497285881578	-0.000251759646967896	0.000677483339105998	-0.000187937966433202	-0.00131155899860751	0.000232076667886905
Bacteria||Synergistota||Synergistia||Synergistales||Synergistaceae	noneurope	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	-0.0168073098165415	0.00151704458604812	0.00757768470491505	-0.00894982890723876	0.011738193183669	0.0194657693423529	-0.0162096351469474	0.00641162784340483
Bacteria||TA06||Incertae Sedis||Incertae Sedis||Incertae Sedis	noneurope	Bacteria	TA06	Incertae Sedis	Incertae Sedis	Incertae Sedis	-1.31641497905692e-05	-2.45668460108158e-05	4.14075773677046e-05	-2.39554405607109e-05	6.43713113939377e-05	9.17654957535894e-06	-0.000110733550528506	5.11935239675934e-06
Bacteria||TX1A-33||Incertae Sedis||Incertae Sedis||Incertae Sedis	noneurope	Bacteria	TX1A-33	Incertae Sedis	Incertae Sedis	Incertae Sedis	-1.06397645284853e-05	-5.64820968679967e-05	1.02465669474036e-05	-3.74161043019541e-05	0.000107602998044301	-1.68827556209673e-05	-0.00010673547360218	-6.08037307260458e-05
Bacteria||Thermodesulfobacteriota||Desulfarculia||Desulfarculales||Desulfarculaceae	noneurope	Bacteria	Thermodesulfobacteriota	Desulfarculia	Desulfarculales	Desulfarculaceae	-5.4339488983328e-06	-1.13161771677966e-05	2.47359447241075e-05	-2.08781210336768e-05	4.5917722327285e-05	1.42838121160406e-06	-7.88673102505825e-05	1.62866478895626e-05
Bacteria||Thermodesulfobacteriota||Desulfarculia||Desulfarculales||Incertae Sedis	noneurope	Bacteria	Thermodesulfobacteriota	Desulfarculia	Desulfarculales	Incertae Sedis	0	0	0	0	0	0	0	0
Bacteria||Thermodesulfobacteriota||Desulfobaccia||Desulfobaccales||Desulfobaccaceae	noneurope	Bacteria	Thermodesulfobacteriota	Desulfobaccia	Desulfobaccales	Desulfobaccaceae	-7.15639691587568e-05	-0.00022575107711069	0.000312595555854043	-0.000137853857648987	0.000577427254763847	-8.86359758336957e-05	-0.000711907041073053	0.000186303566938693
Bacteria||Thermodesulfobacteriota||Desulfobacteria||Desulfatiglandales||Desulfatiglandaceae	noneurope	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfatiglandales	Desulfatiglandaceae	-0.000102988465935147	-0.000247795928101555	0.000506607660025034	-0.000159728961258029	0.000644641029979571	-0.000130493607807938	-0.00126342080357943	0.000286716938602762
Bacteria||Thermodesulfobacteriota||Desulfobacteria||Desulfobacterales||Desulfatibacillaceae	noneurope	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfatibacillaceae	0	0	0	0	0	0	0	0
Bacteria||Thermodesulfobacteriota||Desulfobacteria||Desulfobacterales||Desulfatirhabdiaceae	noneurope	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfatirhabdiaceae	-7.97269492489356e-06	-1.98872755517079e-05	3.86359864320524e-05	-1.87429737119707e-05	5.48311105262206e-05	-1.0635303846223e-05	-0.000133953705184387	4.62569738818295e-05
Bacteria||Thermodesulfobacteriota||Desulfobacteria||Desulfobacterales||Desulfobacteraceae	noneurope	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	0.000470732744855392	-0.000341103848511896	0.00140084264320071	1.21174070835487e-05	0.00275721741304983	-0.0013915584473227	-0.00331973352443326	-0.000163455929808149
Bacteria||Thermodesulfobacteriota||Desulfobacteria||Desulfobacterales||Desulfococcaceae	noneurope	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfococcaceae	-1.39472728886613e-05	-2.86644102990639e-05	6.20343620821145e-05	-5.52490402984145e-05	0.000126278706647654	-1.00162857231729e-05	-0.000194216237196016	2.24394329047451e-05
Bacteria||Thermodesulfobacteriota||Desulfobacteria||Desulfobacterales||Desulfolunaceae	noneurope	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfolunaceae	-1.80886549639704e-05	-5.23174339502027e-07	0.000148773117833437	-7.47477913596936e-06	0.000122475570469609	-4.25881987599542e-05	-0.000346950914780493	0.000145553779129457
Bacteria||Thermodesulfobacteriota||Desulfobacteria||Desulfobacterales||Desulforegulaceae	noneurope	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulforegulaceae	-0.000151980929351801	-0.000170327497657217	0.000964833920089401	-0.000193881593377933	0.00135457494325092	-0.000240429379242982	-0.00270179976525176	0.000730645867599179
Bacteria||Thermodesulfobacteriota||Desulfobacteria||Desulfobacterales||Desulfosarcinaceae	noneurope	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	-0.000298508270983557	-0.000384741266649469	0.00183265162344032	-0.000469031059478729	0.00264104015044148	-0.000352701484116017	-0.00500404363932348	0.0011160338331457
Bacteria||Thermodesulfobacteriota||Desulfobacteria||Desulfobacterales||Incertae Sedis	noneurope	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Incertae Sedis	-2.15286959613075e-05	-4.92068469446691e-05	4.0286415104912e-05	-1.51501605086183e-06	6.30616665443802e-05	4.91562977648282e-05	-0.000124329756841424	2.04071385624287e-05
Bacteria||Thermodesulfobacteriota||Desulfobacteria||Desulfobacterales||NA	noneurope	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	NA	-2.03490662603065e-05	-2.52894913398644e-05	0.000137376057358105	-1.78415343064228e-05	0.000106707194631496	-4.14614039331699e-05	-0.00029253456657276	0.000101036247569676
Bacteria||Thermodesulfobacteriota||Desulfobulbia||Desulfobulbales||Desulfobulbaceae	noneurope	Bacteria	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	-0.000669073440501324	-0.000837854364289908	0.00394671350189046	-0.00105326769306903	0.00448405861327667	-0.000928923298792092	-0.00925148522226735	0.00313538297719489
Bacteria||Thermodesulfobacteriota||Desulfobulbia||Desulfobulbales||Desulfocapsaceae	noneurope	Bacteria	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	-0.000924634118367977	-0.000284509016325826	0.00103840656243975	-0.000699605975051233	0.00100716058812325	0.00116938632510128	-0.00391380239623884	0.00193498842681365
Bacteria||Thermodesulfobacteriota||Desulfobulbia||Desulfobulbales||Desulfurivibrionaceae	noneurope	Bacteria	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfurivibrionaceae	-2.34522207466513e-05	-8.41518041599409e-05	7.25575851186051e-05	-7.53706207151359e-05	0.000146627959246352	-7.9051977934424e-05	-0.000298505151193719	0.000103716374226814
Bacteria||Thermodesulfobacteriota||Desulfobulbia||Desulfobulbales||Incertae Sedis	noneurope	Bacteria	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Incertae Sedis	-1.37140976597058e-05	-3.30265416108804e-05	8.00644139719511e-05	9.99015911516729e-06	7.83891442465292e-05	-5.14466389142406e-05	-0.000204469833692017	9.41426374297914e-05
Bacteria||Thermodesulfobacteriota||Desulfobulbia||Desulfobulbales||NA	noneurope	Bacteria	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	NA	-2.36573460567615e-06	1.04099204520533e-06	1.15991248893806e-05	-4.35375335533894e-06	1.97287139095487e-05	2.61972499387169e-06	-2.62814328939619e-05	5.83497295273193e-06
Bacteria||Thermodesulfobacteriota||Desulfomonilia||Desulfomonilales||Desulfomonilaceae	noneurope	Bacteria	Thermodesulfobacteriota	Desulfomonilia	Desulfomonilales	Desulfomonilaceae	-4.84878845682831e-05	-9.10279836277163e-05	0.000207335061721506	-5.51858279961323e-05	0.000191562220812358	-5.54360311496617e-06	-0.000370868759262263	5.49402019401659e-05
Bacteria||Thermodesulfobacteriota||Desulfovibrionia||Desulfovibrionales||Desulfohalobiaceae	noneurope	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfohalobiaceae	-4.9942354927104e-06	-1.52379120603798e-05	1.80543839817866e-05	-5.30439706953942e-05	7.90992703025253e-05	-3.17742310054904e-05	-0.000148714578211075	4.89682416977872e-05
Bacteria||Thermodesulfobacteriota||Desulfovibrionia||Desulfovibrionales||Desulfomicrobiaceae	noneurope	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfomicrobiaceae	-0.000461819350557038	-0.000803250488217676	0.0033947233021051	-0.000676755591370988	0.00320390524207205	-0.000592341508481562	-0.00709311731126834	0.00220017105160461
Bacteria||Thermodesulfobacteriota||Desulfovibrionia||Desulfovibrionales||Desulfonatronaceae	noneurope	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfonatronaceae	-8.62636354226757e-06	-2.5145966077909e-06	-6.13943432021022e-06	4.75565885490008e-06	1.75992660035356e-05	-1.383050735585e-05	-3.40121590201997e-05	2.13991257462328e-05
Bacteria||Thermodesulfobacteriota||Desulfovibrionia||Desulfovibrionales||Desulfonatronovibrionaceae	noneurope	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfonatronovibrionaceae	-1.23843103777877e-05	6.08030982477794e-06	2.94021558246482e-05	-1.24583929094071e-05	4.4594184686653e-05	3.55292201673101e-06	-0.00011156632020583	1.63491445337331e-05
Bacteria||Thermodesulfobacteriota||Desulfovibrionia||Desulfovibrionales||Desulfovibrionaceae	noneurope	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	-0.0868780351081806	-0.0101173842806179	0.0264091115372951	0.0337761695717809	0.000216043935984498	-0.0571101821078736	0.0332447642931043	-0.00655904037498488
Bacteria||Thermodesulfobacteriota||Desulfovibrionia||Desulfovibrionales||NA	noneurope	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	NA	-0.000372831625221879	0.000129498553101645	0.00109781788080219	0.000436183371899343	-0.000389664672374363	0.000153439536201078	-3.41288536882788e-06	-0.000113807933950948
Bacteria||Thermodesulfobacteriota||Desulfuromonadia||Bradymonadales||Bradymonadaceae	noneurope	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Bradymonadales	Bradymonadaceae	-0.000282306217029401	2.87039104239004e-05	0.000182457727662162	-0.000191658239725554	-0.00030417102436748	0.000371603225855291	-0.000623277520134425	0.000523710564511709
Bacteria||Thermodesulfobacteriota||Desulfuromonadia||Bradymonadales||Incertae Sedis	noneurope	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Bradymonadales	Incertae Sedis	-0.000846785519745544	-0.00052042177925934	0.00140535994896818	-0.0011621711075189	0.00237154294427578	8.73400777432452e-05	-0.00412990436505916	0.00188079210333267
Bacteria||Thermodesulfobacteriota||Desulfuromonadia||Bradymonadales||NA	noneurope	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Bradymonadales	NA	0	0	0	0	0	0	0	0
Bacteria||Thermodesulfobacteriota||Desulfuromonadia||Desulfuromonadales||Desulfuromonadaceae	noneurope	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	-9.17476964515785e-05	-0.000309548480891609	0.000487267003070591	-0.000193954961800508	0.000699751232386691	-0.000280728513656826	-0.0013237939702408	0.000371539840538308
Bacteria||Thermodesulfobacteriota||Desulfuromonadia||Desulfuromonadales||Geoalkalibacteraceae	noneurope	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Geoalkalibacteraceae	-2.25897309788236e-05	-2.23029790125244e-05	7.31264002810497e-05	2.99936685332912e-05	5.23143807750629e-05	-2.06500652476032e-05	-4.10564925995059e-05	-3.4314782497349e-05
Bacteria||Thermodesulfobacteriota||Desulfuromonadia||Desulfuromonadales||Geopsychrobacteraceae	noneurope	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Geopsychrobacteraceae	-5.08622020452975e-06	-7.25136075771093e-06	3.49342166811638e-05	-1.15896345627264e-05	2.49279365551559e-05	-2.01312055215973e-05	-9.40225212318627e-05	2.79610590387515e-05
Bacteria||Thermodesulfobacteriota||Desulfuromonadia||Desulfuromonadales||Geothermobacteraceae	noneurope	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Geothermobacteraceae	-3.79757205172959e-05	-6.79153256198078e-05	0.000199644740015385	-7.63781163754486e-05	0.000235132369578689	-5.50264300141709e-05	-0.000583398467773499	0.000178554358442869
Bacteria||Thermodesulfobacteriota||Desulfuromonadia||Desulfuromonadales||Incertae Sedis	noneurope	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Incertae Sedis	3.33679113111086e-07	7.51728647132072e-06	-3.14152652210078e-06	-1.39055820973837e-06	-2.71706730039837e-06	-8.35150344263853e-07	1.94200383640494e-06	-8.08178366432025e-07
Bacteria||Thermodesulfobacteriota||Desulfuromonadia||Desulfuromonadales||MA-28-I98C	noneurope	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	MA-28-I98C	-6.42057637426135e-07	-1.12025067002945e-05	1.13104275346216e-05	-7.68143001123205e-06	4.03966557419087e-05	-1.754173975269e-05	-5.8806424979881e-05	1.64291560787588e-05
Bacteria||Thermodesulfobacteriota||Desulfuromonadia||Desulfuromonadales||NA	noneurope	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	NA	-4.2389585812552e-05	-6.17680922260296e-05	0.000197585960463232	-7.67368431695362e-05	0.000287910367675188	-6.50650718057425e-05	-0.000516677506627372	0.000109914910307673
Bacteria||Thermodesulfobacteriota||Desulfuromonadia||Desulfuromonadales||Sva1033	noneurope	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Sva1033	-0.000113611527300936	-0.000179191541729155	0.000806999438288683	-0.000144178854784428	0.00107330522908874	-0.000246164716718984	-0.00203653864549393	0.000660707153205617
Bacteria||Thermodesulfobacteriota||Desulfuromonadia||Desulfuromonadales||Syntrophotaleaceae	noneurope	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Syntrophotaleaceae	-7.26802967564693e-06	-1.2274891298359e-05	7.78760634779298e-05	-2.15074758626667e-05	8.06711723488262e-05	-7.14321424994881e-05	-0.000212809853530703	9.78087917581894e-05
Bacteria||Thermodesulfobacteriota||Desulfuromonadia||Geobacterales||Geobacteraceae	noneurope	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	-0.000615974921954043	-0.00114118887746788	0.00289284284144627	-0.000955090442803884	0.00430860900335622	-0.000878352321641839	-0.00791483860884428	0.00197642793919807
Bacteria||Thermodesulfobacteriota||Desulfuromonadia||Geobacterales||NA	noneurope	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	NA	-1.23244338615174e-05	-4.56574977114898e-05	4.12567759021128e-05	-1.88279762012443e-05	7.22992309798747e-05	-3.45150263174069e-05	-9.34783106943988e-05	6.91865503607224e-05
Bacteria||Thermodesulfobacteriota||Desulfuromonadia||Geobacterales||Pseudopelobacteraceae	noneurope	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Pseudopelobacteraceae	-1.45643816055852e-05	-2.13305849748483e-05	8.79155739960616e-05	-2.92354944277969e-05	0.000146580002427317	-2.17918424791355e-05	-0.000279030767354385	8.6538325756067e-05
Bacteria||Thermodesulfobacteriota||Desulfuromonadia||Incertae Sedis||Incertae Sedis	noneurope	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Incertae Sedis	Incertae Sedis	-1.03816160041916e-06	-2.63094898356429e-06	2.06074157557835e-05	-2.30824432171131e-06	1.68593947811531e-05	-1.79216720145037e-05	-5.25247119198621e-05	2.91939146550707e-05
Bacteria||Thermodesulfobacteriota||Desulfuromonadia||NA||NA	noneurope	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	NA	NA	-1.17555602444657e-05	-1.34337852355992e-05	1.52236798320507e-05	-1.32806345942378e-05	4.94541703797845e-05	-2.59769002744547e-05	-0.000103567418495761	3.25241378889357e-05
Bacteria||Thermodesulfobacteriota||Desulfuromonadia||PB19||Incertae Sedis	noneurope	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	PB19	Incertae Sedis	-0.000465358211664386	-0.000527275325280162	0.00136874218028732	-0.00108840533840696	0.00255467026127904	-0.000790590774100898	-0.00445065391476091	0.00141460514820436
Bacteria||Thermodesulfobacteriota||Dissulfuribacteria||Dissulfuribacterales||Dissulfuribacteraceae	noneurope	Bacteria	Thermodesulfobacteriota	Dissulfuribacteria	Dissulfuribacterales	Dissulfuribacteraceae	0	0	0	0	0	0	0	0
Bacteria||Thermodesulfobacteriota||Incertae Sedis||Incertae Sedis||Incertae Sedis	noneurope	Bacteria	Thermodesulfobacteriota	Incertae Sedis	Incertae Sedis	Incertae Sedis	-0.000374859051197312	-0.000743703647522074	0.00162420645979988	-0.000699027329959632	0.00236836340954513	-0.000644971515092017	-0.00464769097359429	0.00114030833555095
Bacteria||Thermodesulfobacteriota||NA||NA||NA	noneurope	Bacteria	Thermodesulfobacteriota	NA	NA	NA	-0.000642132139601617	6.76971556757413e-05	0.000550286987162432	-0.000197138502331531	-0.00019427075217598	0.000712695021160788	-0.00145704474484725	0.000349725862825699
Bacteria||Thermodesulfobacteriota||Syntrophia||Syntrophales||Incertae Sedis	noneurope	Bacteria	Thermodesulfobacteriota	Syntrophia	Syntrophales	Incertae Sedis	-7.65576787146608e-05	-0.000202933916798585	0.000349831851811283	-0.000141334312851832	0.000490141544770142	-0.000108036872280589	-0.000955506551117994	0.00021545899972194
Bacteria||Thermodesulfobacteriota||Syntrophia||Syntrophales||NA	noneurope	Bacteria	Thermodesulfobacteriota	Syntrophia	Syntrophales	NA	1.81136298062791e-06	1.16798461560939e-05	-1.26933547700177e-05	2.55508807816972e-06	-3.13192521097511e-05	1.19176610437846e-05	3.21064199981692e-05	4.43866591070662e-07
Bacteria||Thermodesulfobacteriota||Syntrophia||Syntrophales||Smithellaceae	noneurope	Bacteria	Thermodesulfobacteriota	Syntrophia	Syntrophales	Smithellaceae	-6.9178399852179e-05	-0.000123818497935371	0.000393469795440619	-0.000202130187533749	0.000634796875883502	-0.000155534808496021	-0.000971258782374392	0.000275401584139151
Bacteria||Thermodesulfobacteriota||Syntrophia||Syntrophales||Syntrophaceae	noneurope	Bacteria	Thermodesulfobacteriota	Syntrophia	Syntrophales	Syntrophaceae	-0.00011802564913248	-0.000177426177963873	0.000556535111411424	-0.000220485583033623	0.000731826485003393	-0.000115679154170977	-0.0015160243607344	0.000385398723666647
Bacteria||Thermodesulfobacteriota||Syntrophobacteria||Syntrophobacterales||Incertae Sedis	noneurope	Bacteria	Thermodesulfobacteriota	Syntrophobacteria	Syntrophobacterales	Incertae Sedis	-0.000135699094143493	-0.000118041031085814	0.000783311060969327	-0.000131611546153358	0.00113185036769166	1.71442222608038e-05	-0.00201595527867357	0.000451915903789715
Bacteria||Thermodesulfobacteriota||Syntrophobacteria||Syntrophobacterales||Syntrophobacteraceae	noneurope	Bacteria	Thermodesulfobacteriota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	-0.000170414831801994	-0.000403835848384545	0.00079756027755106	-0.000322306636728152	0.00102509817751329	-0.000394867827435331	-0.00228089760021348	0.000705175497144538
Bacteria||Thermodesulfobacteriota||Syntrophobacteria||Syntrophobacterales||Thermodesulforhabdaceae	noneurope	Bacteria	Thermodesulfobacteriota	Syntrophobacteria	Syntrophobacterales	Thermodesulforhabdaceae	-1.1648560803326e-05	-2.73596256542979e-05	6.76006164753389e-05	-3.73111510991762e-05	5.47034234058305e-05	-4.7481685360355e-05	-0.000101056872920672	6.33289974223697e-05
Bacteria||Thermodesulfobacteriota||Syntrophorhabdia||Syntrophorhabdales||Syntrophorhabdaceae	noneurope	Bacteria	Thermodesulfobacteriota	Syntrophorhabdia	Syntrophorhabdales	Syntrophorhabdaceae	-0.000115819320412858	-0.00023205614433993	0.000274338945692243	-0.00018777738750934	0.000454432568602164	1.60034842127858e-05	-0.000797536845358679	0.000123799648834395
Bacteria||Thermodesulfobacteriota||Thermodesulfobacteria||Thermodesulfobacteriales||Thermodesulfobacteriaceae	noneurope	Bacteria	Thermodesulfobacteriota	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	-1.14933670729509e-06	-1.16529423830619e-05	-3.24099467874862e-07	-7.94364988147471e-06	1.10976366928167e-05	-1.16559718774757e-06	-2.18105526961828e-05	1.52671117167128e-06
Bacteria||Thermodesulfobiota||Thermodesulfobiia||Thermodesulfobiales||Thermodesulfobiaceae	noneurope	Bacteria	Thermodesulfobiota	Thermodesulfobiia	Thermodesulfobiales	Thermodesulfobiaceae	0	0	0	0	0	0	0	0
Bacteria||Thermotogota||Thermotogae||Kosmotogales||Kosmotogaceae	noneurope	Bacteria	Thermotogota	Thermotogae	Kosmotogales	Kosmotogaceae	-6.03865233297672e-05	-0.000186914318028397	0.000224808186887154	-0.000151524804714402	0.000249046979062129	-8.39658138254068e-05	-0.00053438612871891	0.00013218180413307
Bacteria||Thermotogota||Thermotogae||Petrotogales||Petrotogaceae	noneurope	Bacteria	Thermotogota	Thermotogae	Petrotogales	Petrotogaceae	-9.87210698658106e-05	-0.000280765987281408	0.000193238786286147	-0.000413006545250721	0.000551246080702227	-0.000115243322571919	-0.00117378851624201	0.000268192239183962
Bacteria||Thermotogota||Thermotogae||Thermotogales||Fervidobacteriaceae	noneurope	Bacteria	Thermotogota	Thermotogae	Thermotogales	Fervidobacteriaceae	-2.88861520290921e-05	-4.43761858695948e-05	0.000125135951083744	-5.30363003564225e-05	0.000210504846338524	-6.04786774937893e-05	-0.00043556268952453	0.000123805757238303
Bacteria||Thermotogota||Thermotogae||Thermotogales||Thermotogaceae	noneurope	Bacteria	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	-1.11673855699677e-05	-7.45015855058107e-05	0.000105523853916749	-8.28366859382767e-05	0.000152661489801064	-3.69654951222879e-05	-0.000422878457929712	7.97719517486384e-05
Bacteria||Verrucomicrobiota||Kiritimatiellia||113B434||Incertae Sedis	noneurope	Bacteria	Verrucomicrobiota	Kiritimatiellia	113B434	Incertae Sedis	0	0	0	0	0	0	0	0
Bacteria||Verrucomicrobiota||Kiritimatiellia||Kiritimatiellales||Kiritimatiellaceae	noneurope	Bacteria	Verrucomicrobiota	Kiritimatiellia	Kiritimatiellales	Kiritimatiellaceae	-1.77780477799586e-05	-9.83357957749466e-06	9.41348512035502e-05	-3.97928399093427e-05	0.000113250139487518	2.23824293924308e-05	-0.000189867595019614	8.21449463346315e-05
Bacteria||Verrucomicrobiota||Kiritimatiellia||WCHB1-41||Incertae Sedis	noneurope	Bacteria	Verrucomicrobiota	Kiritimatiellia	WCHB1-41	Incertae Sedis	-0.00137838684561988	-0.00033910142736318	0.00497827885562945	-0.000771432750303069	0.0044480086555671	0.0009120543585099	-0.00550946170159028	0.00289908997923375
Bacteria||Verrucomicrobiota||Lentisphaeria||Lentisphaerales||Lentisphaeraceae	noneurope	Bacteria	Verrucomicrobiota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	1.83506964365604e-07	-2.79063653929818e-06	1.61489005653779e-05	1.29490641472585e-06	2.40897148641072e-05	-2.30767094816083e-05	-6.31337196767996e-05	7.34863456400599e-06
Bacteria||Verrucomicrobiota||Lentisphaeria||NA||NA	noneurope	Bacteria	Verrucomicrobiota	Lentisphaeria	NA	NA	-1.55589489898859e-05	1.50762223143498e-05	1.44168386202559e-05	7.54472644939443e-06	-6.7278634543338e-06	7.64282932483744e-05	-1.99792055006654e-05	7.64900080838032e-05
Bacteria||Verrucomicrobiota||Lentisphaeria||Oligosphaerales||Incertae Sedis	noneurope	Bacteria	Verrucomicrobiota	Lentisphaeria	Oligosphaerales	Incertae Sedis	0	0	0	0	0	0	0	0
Bacteria||Verrucomicrobiota||Lentisphaeria||Oligosphaerales||Lenti-02	noneurope	Bacteria	Verrucomicrobiota	Lentisphaeria	Oligosphaerales	Lenti-02	-1.32738639693195e-05	-1.86805856610482e-05	2.69229482035109e-05	-3.28829735324052e-05	7.10639692576981e-05	-1.61737480359033e-05	-0.000184685978939793	1.91876616609516e-05
Bacteria||Verrucomicrobiota||Lentisphaeria||Oligosphaerales||NA	noneurope	Bacteria	Verrucomicrobiota	Lentisphaeria	Oligosphaerales	NA	0	0	0	0	0	0	0	0
Bacteria||Verrucomicrobiota||Lentisphaeria||Oligosphaerales||Oligosphaeraceae	noneurope	Bacteria	Verrucomicrobiota	Lentisphaeria	Oligosphaerales	Oligosphaeraceae	-0.000476282136722642	0.000436992776568166	0.00214061558620586	0.000121163214648718	0.000626702733445628	0.000721368784666597	0.000459775835325044	-0.000742882792139491
Bacteria||Verrucomicrobiota||Lentisphaeria||P||palmC41	noneurope	Bacteria	Verrucomicrobiota	Lentisphaeria	P	palmC41	-2.28688845332772e-06	-1.8271160787972e-06	1.24779981130308e-05	-2.91596691340871e-06	1.35609074588516e-05	1.2205681100836e-06	-3.20818782114163e-05	-1.3049355833922e-06
Bacteria||Verrucomicrobiota||Lentisphaeria||Victivallales||BD2-3	noneurope	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	BD2-3	-1.19973583173049e-05	-2.09077803082265e-05	1.44530924374395e-05	-1.61922405868956e-05	-4.15609686491677e-05	-1.12385254546257e-05	-6.44087481835041e-05	3.37982700359815e-05
Bacteria||Verrucomicrobiota||Lentisphaeria||Victivallales||GWF2-44-16	noneurope	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	GWF2-44-16	0	0	0	0	0	0	0	0
Bacteria||Verrucomicrobiota||Lentisphaeria||Victivallales||Incertae Sedis	noneurope	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Incertae Sedis	0	0	0	0	0	0	0	0
Bacteria||Verrucomicrobiota||Lentisphaeria||Victivallales||NA	noneurope	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	NA	-3.12520743943146e-05	2.88802093636428e-05	4.89471180491166e-05	-5.84700799526296e-05	2.46912750309063e-05	6.92648757615624e-05	-9.41749598900477e-06	5.58083314493891e-05
Bacteria||Verrucomicrobiota||Lentisphaeria||Victivallales||PRD18C08	noneurope	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	PRD18C08	0	0	0	0	0	0	0	0
Bacteria||Verrucomicrobiota||Lentisphaeria||Victivallales||Victivallaceae	noneurope	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	-0.0197765652132331	0.0171600108666891	0.0101682516554228	-0.00770547577398968	0.00169244047871777	0.043987905128342	-0.0114404501736162	-0.0125534811320476
Bacteria||Verrucomicrobiota||Lentisphaeria||Victivallales||vadinBE97	noneurope	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	vadinBE97	-0.00989001320296342	0.009267419098351	0.0162195801145104	-0.000770549312958023	0.00524249409449856	0.0267777776943128	-0.000422887883135855	-0.00350922125021062
